METADATA
initial_wait_s: 15
measures: 1
period_ms: 1000
depth: 0.5
name: kdupro01
buoy: 1
country: colombia
place: akuara
maker: udea
curator: icm-csic
email: rodero@icm.csic.es
sensors: tcs34725
description: calibration
units: counts,
latitude: 41.383189
longitude: 2.197949
altitude: 0
ref_coord_system: wgs84
location_source: gnss
time_source: internet
processing_level: 0
processing_procedure: https://git.csic.es/kduino/kdupro
processing_version: build
processing_revision: 0
calibration_procedure: https://git.csic.es/kduino/kdupro
calibration_reference: 0
calibration_time: 0
calibration_version: 0
sensor_id: 
platform_id: 
deployment_id: 
sample_id: 
observer_id: 
owner_contact: jpiera@icm.csic.es
operator_contact: rodero@icm.csic.es
license: mit
license_reference: https://opensource.org/licenses/mit
embargo_date: 
datetime: yyyy-mm-ddthh:mm:ssz
time: 2025-05-21T09:37:06:096Z
DATA
TIME F1-415nm F2-445nm F3-480nm F4-515nm F5-555nm F6-590nm F7-630nm F8-680nm Clear Near-IR
2025-05-21T10:15:34:713Z 10804 16224 21494 25570 28168 29741 34683 40883 65535 52168
2025-05-21T10:15:35:746Z 10796 16199 21476 25543 28121 29689 34640 40839 65535 51903
2025-05-21T10:15:36:778Z 10746 16166 21388 25507 28017 29627 34580 40732 65535 51248
2025-05-21T10:15:37:810Z 10742 16130 21366 25477 27970 29608 34501 40683 65535 51385
2025-05-21T10:15:38:842Z 10732 16115 21350 25452 27972 29595 34515 40660 65535 51400
2025-05-21T10:15:39:874Z 10738 16113 21367 25434 28056 29593 34520 40677 65535 51641
2025-05-21T10:15:40:907Z 10747 16165 21391 25432 28152 29629 34603 40751 65535 51904
2025-05-21T10:15:41:939Z 10758 16184 21396 25455 28086 29618 34601 40733 65535 51673
2025-05-21T10:15:42:971Z 10743 16150 21371 25473 28012 29607 34553 40693 65535 51527
2025-05-21T10:15:43:003Z 10713 16111 21326 25456 27974 29579 34522 40649 65535 51349
2025-05-21T10:15:44:036Z 10719 16121 21338 25444 28069 29599 34568 40687 65535 51582
2025-05-21T10:15:45:070Z 10724 16162 21354 25434 28085 29581 34569 40679 65535 51501
2025-05-21T10:15:46:102Z 10725 16155 21351 25429 28079 29583 34570 40682 65535 51532
2025-05-21T10:15:47:135Z 10723 16151 21344 25431 28078 29565 34563 40674 65535 51501
2025-05-21T10:15:48:168Z 10716 16152 21333 25428 28066 29561 34566 40661 65535 51451
2025-05-21T10:15:49:200Z 10722 16150 21347 25434 28071 29570 34568 40669 65535 51508
2025-05-21T10:15:50:232Z 10746 16150 21379 25449 28105 29619 34588 40724 65535 51800
2025-05-21T10:15:51:266Z 10737 16172 21379 25455 28125 29626 34593 40707 65535 51857
2025-05-21T10:15:52:298Z 10751 16168 21383 25459 28125 29619 34596 40700 65535 51827
2025-05-21T10:15:53:330Z 10746 16172 21377 25456 28125 29619 34602 40697 65535 51872
2025-05-21T10:15:54:362Z 10744 16169 21371 25457 28126 29611 34616 40691 65535 51853
2025-05-21T10:15:55:394Z 10753 16175 21370 25472 28122 29627 34617 40691 65535 51882
2025-05-21T10:15:56:426Z 10750 16169 21372 25459 28119 29620 34617 40685 65535 51851
2025-05-21T10:15:57:459Z 10748 16171 21369 25462 28118 29599 34609 40679 65535 51880
2025-05-21T10:15:58:492Z 10748 16163 21363 25448 28111 29608 34595 40673 65535 51870
2025-05-21T10:15:59:524Z 10742 16158 21359 25445 28098 29593 34577 40649 65535 51821
2025-05-21T10:16:01:556Z 10739 16156 21352 25447 28108 29599 34604 40650 65535 51904
2025-05-21T10:16:02:589Z 10737 16159 21354 25452 28103 29596 34607 40641 65535 51876
2025-05-21T10:16:03:621Z 10738 16149 21353 25442 28100 29590 34608 40637 65535 51900
2025-05-21T10:16:04:655Z 10736 16147 21344 25442 28090 29585 34590 40619 65535 51850
2025-05-21T10:16:05:689Z 10736 16147 21344 25443 28110 29581 34612 40637 65535 51933
2025-05-21T10:16:06:721Z 10732 16154 21340 25444 28102 29574 34609 40632 65535 51895
2025-05-21T10:16:07:753Z 10730 16152 21340 25445 28101 29576 34602 40621 65535 51911
2025-05-21T10:16:08:785Z 10729 16143 21327 25436 28101 29565 34599 40609 65535 51903
2025-05-21T10:16:09:818Z 10725 16138 21326 25431 28084 29567 34595 40598 65535 51900
2025-05-21T10:16:10:852Z 10726 16139 21329 25436 28080 29563 34595 40593 65535 51906
2025-05-21T10:16:11:883Z 10721 16134 21319 25426 28081 29552 34589 40592 65535 51900
2025-05-21T10:16:12:916Z 10717 16125 21318 25421 28077 29548 34596 40584 65535 51898
2025-05-21T10:16:13:948Z 10716 16126 21302 25420 28071 29547 34588 40554 65535 51890
2025-05-21T10:16:14:981Z 10711 16121 21302 25409 28069 29535 34585 40555 65535 51891
2025-05-21T10:16:15:013Z 10712 16118 21303 25412 28064 29530 34584 40541 65535 51903
2025-05-21T10:16:16:047Z 10709 16107 21296 25408 28051 29526 34570 40524 65535 51904
2025-05-21T10:16:17:078Z 10710 16109 21292 25397 28042 29510 34572 40521 65535 51916
2025-05-21T10:16:18:111Z 10709 16096 21291 25400 28035 29511 34553 40511 65535 51915
2025-05-21T10:16:19:143Z 10702 16096 21290 25386 28036 29514 34544 40500 65535 51909
2025-05-21T10:16:20:175Z 10701 16085 21278 25380 28026 29510 34551 40490 65535 51920
2025-05-21T10:16:21:207Z 10698 16081 21277 25386 28017 29507 34538 40483 65535 51928
2025-05-21T10:16:22:242Z 10697 16080 21273 25369 28014 29500 34542 40470 65535 51916
2025-05-21T10:16:23:274Z 10690 16079 21270 25368 28008 29486 34547 40462 65535 51916
2025-05-21T10:16:24:306Z 10694 16084 21268 25373 28014 29491 34536 40456 65535 51919
2025-05-21T10:16:25:338Z 10689 16074 21260 25363 27998 29481 34538 40441 65535 51918
2025-05-21T10:16:26:371Z 10688 16072 21260 25365 27999 29473 34532 40444 65535 51932
2025-05-21T10:16:27:403Z 10685 16068 21255 25349 27994 29467 34535 40428 65535 51939
2025-05-21T10:16:28:437Z 10682 16061 21250 25356 27982 29458 34524 40418 65535 51926
2025-05-21T10:16:29:471Z 10678 16056 21238 25350 27980 29457 34517 40403 65535 51924
2025-05-21T10:16:30:504Z 10678 16053 21233 25344 27979 29448 34513 40389 65535 51939
2025-05-21T10:16:31:537Z 10672 16048 21229 25334 27967 29436 34516 40377 65535 51914
2025-05-21T10:16:33:568Z 10669 16053 21224 25329 27966 29431 34517 40378 65535 51925
2025-05-21T10:16:34:600Z 10665 16044 21216 25323 27965 29426 34509 40364 65535 51944
2025-05-21T10:16:35:635Z 10664 16044 21211 25319 27961 29419 34501 40352 65535 51914
2025-05-21T10:16:36:667Z 10663 16039 21207 25316 27944 29410 34504 40341 65535 51926
2025-05-21T10:16:37:699Z 10659 16038 21199 25304 27940 29394 34492 40330 65535 51906
2025-05-21T10:16:38:731Z 10658 16034 21197 25311 27941 29400 34498 40327 65535 51950
2025-05-21T10:16:39:764Z 10654 16028 21189 25306 27932 29384 34490 40307 65535 51931
2025-05-21T10:16:40:799Z 10651 16023 21189 25295 27921 29386 34486 40291 65535 51934
2025-05-21T10:16:41:831Z 10648 16017 21180 25291 27904 29370 34485 40273 65535 51931
2025-05-21T10:16:42:863Z 10645 16012 21180 25292 27895 29359 34468 40267 65535 51916
2025-05-21T10:16:43:895Z 10639 16003 21167 25270 27892 29358 34449 40250 65535 51896
2025-05-21T10:16:44:927Z 10643 15993 21170 25274 27884 29352 34451 40246 65535 51921
2025-05-21T10:16:45:969Z 10636 15992 21155 25263 27865 29327 34447 40210 65535 51901
2025-05-21T10:16:46:003Z 10631 15982 21146 25255 27852 29332 34421 40199 65535 51902
2025-05-21T10:16:47:036Z 10632 15981 21143 25252 27854 29319 34430 40197 65535 51906
2025-05-21T10:16:48:068Z 10628 15977 21138 25247 27850 29294 34422 40179 65535 51887
2025-05-21T10:16:49:100Z 10624 15974 21130 25230 27844 29299 34405 40174 65535 51880
2025-05-21T10:16:50:132Z 10619 15963 21124 25223 27837 29287 34420 40163 65535 51878
2025-05-21T10:16:51:164Z 10617 15971 21125 25222 27835 29281 34416 40146 65535 51909
2025-05-21T10:16:52:198Z 10616 15971 21117 25229 27824 29277 34405 40144 65535 51911
2025-05-21T10:16:53:230Z 10613 15968 21112 25226 27826 29280 34411 40140 65535 51905
2025-05-21T10:16:54:263Z 10611 15965 21113 25224 27821 29271 34407 40138 65535 51932
2025-05-21T10:16:55:295Z 10608 15961 21106 25217 27820 29258 34404 40115 65535 51927
2025-05-21T10:16:56:327Z 10603 15951 21101 25210 27798 29245 34388 40092 65535 51905
2025-05-21T10:16:57:360Z 10597 15945 21085 25198 27788 29238 34378 40076 65535 51904
2025-05-21T10:16:58:395Z 10596 15941 21084 25191 27786 29224 34373 40049 65535 51903
2025-05-21T10:16:59:427Z 10591 15935 21077 25182 27773 29218 34353 40042 65535 51892
2025-05-21T10:17:00:460Z 10591 15928 21068 25169 27757 29202 34362 40028 65535 51881
2025-05-21T10:17:01:492Z 10587 15927 21057 25169 27740 29196 34341 40005 65535 51837
2025-05-21T10:17:02:524Z 10581 15906 21049 25145 27729 29180 34334 39984 65535 51800
2025-05-21T10:17:04:557Z 10567 15908 21042 25147 27726 29165 34306 39982 65535 51800
2025-05-21T10:17:05:591Z 10561 15903 21030 25142 27713 29152 34316 39953 65535 51805
2025-05-21T10:17:06:623Z 10560 15890 21024 25136 27698 29139 34306 39940 65535 51778
2025-05-21T10:17:07:656Z 10558 15885 21021 25110 27694 29138 34300 39930 65535 51811
2025-05-21T10:17:08:688Z 10555 15889 21019 25103 27699 29132 34295 39922 65535 51755
2025-05-21T10:17:09:720Z 10548 15886 21011 25115 27684 29116 34291 39911 65535 51787
2025-05-21T10:17:10:752Z 10543 15878 20998 25107 27675 29105 34293 39894 65535 51755
2025-05-21T10:17:11:787Z 10543 15879 20988 25100 27671 29103 34286 39883 65535 51779
2025-05-21T10:17:12:819Z 10538 15874 20982 25093 27659 29090 34266 39864 65535 51763
2025-05-21T10:17:13:851Z 10538 15868 20981 25086 27654 29075 34258 39851 65535 51730
2025-05-21T10:17:14:883Z 10532 15853 20973 25080 27642 29066 34249 39830 65535 51746
2025-05-21T10:17:15:915Z 10528 15852 20968 25070 27635 29065 34246 39814 65535 51758
2025-05-21T10:17:16:948Z 10532 15858 20970 25078 27629 29059 34242 39824 65535 51780
2025-05-21T10:17:17:982Z 10523 15852 20956 25057 27621 29042 34232 39795 65535 51727
2025-05-21T10:17:18:014Z 10520 15844 20947 25052 27608 29040 34228 39789 65535 51766
2025-05-21T10:17:19:046Z 10519 15841 20947 25041 27597 29019 34219 39768 65535 51700
2025-05-21T10:17:20:078Z 10519 15834 20943 25037 27594 29013 34210 39756 65535 51758
2025-05-21T10:17:21:110Z 10514 15825 20931 25035 27588 29011 34203 39743 65535 51736
2025-05-21T10:17:22:143Z 10519 15828 20931 25032 27577 29016 34199 39732 65535 51805
2025-05-21T10:17:23:177Z 10519 15824 20925 25025 27575 29003 34193 39721 65535 51800
2025-05-21T10:17:24:210Z 10510 15813 20912 25012 27561 28989 34188 39710 65535 51724
2025-05-21T10:17:25:242Z 10506 15815 20914 25010 27548 28965 34181 39674 65535 51756
2025-05-21T10:17:26:274Z 10502 15806 20899 25001 27542 28954 34167 39671 65535 51737
2025-05-21T10:17:27:306Z 10495 15800 20897 24988 27535 28951 34161 39655 65535 51731
2025-05-21T10:17:28:338Z 10497 15796 20890 24980 27520 28943 34153 39639 65535 51731
2025-05-21T10:17:29:372Z 10496 15794 20882 24981 27520 28936 34143 39632 65535 51734
2025-05-21T10:17:30:405Z 10492 15784 20874 24971 27513 28924 34129 39619 65535 51710
2025-05-21T10:17:31:438Z 10489 15780 20867 24965 27501 28915 34117 39590 65535 51723
2025-05-21T10:17:32:470Z 10487 15778 20865 24963 27499 28911 34119 39591 65535 51731
2025-05-21T10:17:33:503Z 10485 15775 20859 24963 27480 28900 34099 39560 65535 51671
2025-05-21T10:17:34:535Z 10481 15768 20848 24940 27478 28892 34101 39570 65535 51706
2025-05-21T10:17:36:574Z 10477 15762 20840 24930 27442 28863 34058 39524 65535 51558
2025-05-21T10:17:37:606Z 10471 15751 20824 24920 27448 28862 34059 39517 65535 51545
2025-05-21T10:17:38:639Z 10463 15742 20802 24900 27419 28834 34031 39486 65535 51474
2025-05-21T10:17:39:671Z 10458 15732 20797 24882 27398 28809 33992 39455 65535 51383
2025-05-21T10:17:40:703Z 10451 15721 20782 24872 27386 28804 33996 39449 65535 51384
2025-05-21T10:17:41:735Z 10450 15720 20770 24866 27369 28789 33970 39414 65535 51323
2025-05-21T10:17:42:770Z 10446 15712 20768 24858 27357 28782 33962 39401 65535 51310
2025-05-21T10:17:43:802Z 10445 15706 20759 24850 27363 28778 33955 39407 65535 51326
2025-05-21T10:17:44:834Z 10441 15703 20760 24844 27358 28766 33951 39378 65535 51304
2025-05-21T10:17:45:867Z 10438 15699 20754 24839 27345 28767 33947 39379 65535 51312
2025-05-21T10:17:46:901Z 10435 15686 20746 24830 27336 28751 33932 39363 65535 51289
2025-05-21T10:17:47:933Z 10434 15688 20738 24819 27327 28747 33931 39347 65535 51296
2025-05-21T10:17:48:967Z 10433 15687 20731 24819 27325 28738 33922 39325 65535 51276
2025-05-21T10:17:49:999Z 10425 15677 20727 24807 27301 28711 33912 39315 65535 51249
2025-05-21T10:17:50:032Z 10423 15655 20715 24796 27272 28722 33891 39284 65535 51245
2025-05-21T10:17:51:063Z 10418 15636 20698 24766 27242 28692 33859 39261 65535 51145
2025-05-21T10:17:52:095Z 10401 15616 20674 24759 27207 28629 33818 39207 65535 50981
2025-05-21T10:17:53:128Z 10413 15601 20662 24743 27195 28630 33823 39183 65535 50976
2025-05-21T10:17:54:162Z 10382 15584 20628 24698 27189 28579 33783 39128 65535 50927
2025-05-21T10:17:55:194Z 10367 15571 20599 24651 27188 28551 33757 39076 65535 50899
2025-05-21T10:17:56:226Z 10365 15565 20588 24644 27174 28552 33743 39065 65535 50881
2025-05-21T10:17:57:259Z 10366 15560 20583 24633 27165 28604 33776 39118 65535 51018
2025-05-21T10:17:58:292Z 10404 15595 20656 24731 27228 28673 33859 39209 65535 51306
2025-05-21T10:17:59:325Z 10422 15631 20682 24755 27229 28655 33861 39200 65535 51325
2025-05-21T10:18:00:359Z 10418 15620 20670 24745 27221 28642 33852 39180 65535 51295
2025-05-21T10:18:01:391Z 10415 15613 20658 24725 27203 28634 33839 39163 65535 51268
2025-05-21T10:18:02:424Z 10410 15612 20658 24722 27197 28637 33827 39155 65535 51267
2025-05-21T10:18:03:457Z 10408 15603 20647 24716 27198 28625 33815 39143 65535 51264
2025-05-21T10:18:04:488Z 10404 15602 20641 24721 27187 28607 33823 39131 65535 51204
2025-05-21T10:18:05:520Z 10393 15599 20630 24715 27182 28607 33818 39113 65535 51193
2025-05-21T10:18:07:554Z 10393 15592 20632 24711 27170 28599 33807 39120 65535 51221
2025-05-21T10:18:08:587Z 10400 15590 20627 24700 27174 28602 33809 39103 65535 51229
2025-05-21T10:18:09:619Z 10400 15590 20621 24697 27162 28596 33799 39094 65535 51244
2025-05-21T10:18:10:651Z 10396 15580 20616 24696 27155 28586 33792 39077 65535 51225
2025-05-21T10:18:11:684Z 10396 15578 20615 24685 27154 28587 33792 39083 65535 51234
2025-05-21T10:18:12:716Z 10374 15569 20604 24679 27139 28554 33767 39064 65535 51114
2025-05-21T10:18:13:747Z 10375 15559 20582 24662 27138 28559 33767 39050 65535 51136
2025-05-21T10:18:14:779Z 10392 15573 20606 24674 27148 28567 33767 39054 65535 51227
2025-05-21T10:18:15:811Z 10388 15561 20602 24675 27130 28551 33772 39032 65535 51194
2025-05-21T10:18:16:844Z 10386 15560 20592 24667 27123 28563 33767 39038 65535 51223
2025-05-21T10:18:17:878Z 10388 15556 20590 24664 27120 28556 33757 39015 65535 51211
2025-05-21T10:18:18:909Z 10382 15546 20586 24653 27117 28528 33755 39012 65535 51190
2025-05-21T10:18:19:944Z 10385 15549 20584 24651 27121 28546 33759 39013 65535 51216
2025-05-21T10:18:20:975Z 10382 15549 20582 24652 27114 28538 33749 39014 65535 51235
2025-05-21T10:18:21:007Z 10382 15563 20581 24660 27125 28538 33754 39010 65535 51240
2025-05-21T10:18:22:039Z 10383 15559 20573 24655 27115 28511 33701 39000 65535 51249
2025-05-21T10:18:23:071Z 10373 15547 20560 24534 27042 28394 33401 38973 65535 51234
2025-05-21T10:18:24:103Z 10369 15533 20557 24455 27101 28523 33540 38986 65535 51297
2025-05-21T10:18:25:137Z 10370 15537 20549 24578 27088 28514 33595 38960 65535 51295
2025-05-21T10:18:26:169Z 10377 15540 20561 24623 27115 28541 33764 39002 65535 51370
2025-05-21T10:18:27:201Z 10391 15566 20580 24660 27139 28557 33803 39019 65535 51490
2025-05-21T10:18:28:233Z 10386 15552 20581 24662 27112 28540 33774 38999 65535 51394
2025-05-21T10:18:29:265Z 10386 15551 20570 24655 27112 28535 33776 38990 65535 51425
2025-05-21T10:18:30:297Z 10386 15550 20565 24649 27110 28532 33766 38984 65535 51418
2025-05-21T10:18:31:331Z 10383 15541 20564 24647 27094 28528 33769 38972 65535 51401
2025-05-21T10:18:32:365Z 10377 15524 20557 24626 27027 28452 33699 38881 65535 51057
2025-05-21T10:18:33:398Z 10343 15491 20501 24561 27086 28477 33705 38915 65535 51316
2025-05-21T10:18:34:430Z 10365 15541 20541 24612 27107 28502 33744 38946 65535 51483
2025-05-21T10:18:35:463Z 10368 15541 20546 24614 27119 28500 33728 38951 65535 51474
2025-05-21T10:18:36:496Z 10372 15548 20549 24616 27119 28497 33725 38946 65535 51506
2025-05-21T10:18:37:530Z 10373 15549 20548 24622 27120 28504 33733 38955 65535 51500
2025-05-21T10:18:39:563Z 10368 15544 20545 24616 27118 28501 33724 38947 65535 51552
2025-05-21T10:18:40:595Z 10370 15548 20546 24612 27127 28504 33723 38957 65535 51565
2025-05-21T10:18:41:626Z 10374 15553 20546 24622 27119 28501 33727 38954 65535 51590
2025-05-21T10:18:42:659Z 10371 15547 20544 24609 27114 28488 33717 38945 65535 51565
2025-05-21T10:18:43:691Z 10370 15548 20540 24600 27115 28494 33717 38948 65535 51596
2025-05-21T10:18:44:725Z 10372 15548 20534 24611 27116 28476 33720 38941 65535 51585
2025-05-21T10:18:45:758Z 10370 15545 20534 24600 27110 28489 33718 38940 65535 51595
2025-05-21T10:18:46:790Z 10372 15548 20537 24610 27111 28480 33721 38942 65535 51607
2025-05-21T10:18:47:822Z 10373 15546 20534 24607 27108 28484 33719 38939 65535 51602
2025-05-21T10:18:48:855Z 10369 15539 20521 24594 27103 28474 33707 38927 65535 51592
2025-05-21T10:18:49:887Z 10366 15538 20525 24599 27096 28473 33697 38915 65535 51562
2025-05-21T10:18:50:919Z 10362 15533 20516 24584 27072 28459 33598 38901 65535 51495
2025-05-21T10:18:51:951Z 10355 15523 20491 24556 26987 28362 33318 38854 65535 51360
2025-05-21T10:18:52:983Z 10338 15495 20472 24347 27041 28393 33515 38851 65535 51287
2025-05-21T10:18:53:015Z 10344 15513 20478 24536 27043 28425 33622 38859 65535 51302
2025-05-21T10:18:54:048Z 10350 15515 20481 24554 27044 28415 33611 38849 65535 51299
2025-05-21T10:18:55:082Z 10349 15512 20466 24550 27040 28419 33606 38847 65535 51283
2025-05-21T10:18:56:115Z 10346 15512 20469 24538 27033 28412 33610 38843 65535 51270
2025-05-21T10:18:57:148Z 10348 15509 20466 24544 27032 28411 33604 38830 65535 51275
2025-05-21T10:18:58:180Z 10349 15510 20461 24541 27019 28402 33589 38819 65535 51254
2025-05-21T10:18:59:213Z 10345 15507 20461 24540 27020 28397 33576 38825 65535 51285
2025-05-21T10:19:00:245Z 10342 15502 20457 24534 27022 28401 33588 38832 65535 51261
2025-05-21T10:19:01:279Z 10344 15505 20452 24529 27010 28395 33577 38814 65535 51261
2025-05-21T10:19:02:312Z 10343 15503 20453 24530 27003 28389 33579 38822 65535 51265
2025-05-21T10:19:03:345Z 10344 15502 20441 24527 27001 28382 33563 38805 65535 51243
2025-05-21T10:19:04:378Z 10340 15494 20444 24516 27002 28388 33572 38813 65535 51255
2025-05-21T10:19:05:410Z 10342 15496 20440 24525 26998 28377 33558 38813 65535 51264
2025-05-21T10:19:06:443Z 10340 15495 20433 24513 27005 28385 33558 38806 65535 51279
2025-05-21T10:19:07:477Z 10341 15497 20442 24514 26994 28375 33558 38798 65535 51269
2025-05-21T10:19:08:509Z 10335 15495 20437 24510 26992 28356 33556 38800 65535 51261
2025-05-21T10:19:10:541Z 10326 15495 20430 24506 27001 28386 33553 38817 65535 51278
2025-05-21T10:19:11:573Z 10345 15495 20437 24521 26986 28371 33553 38800 65535 51236
2025-05-21T10:19:12:606Z 10346 15498 20437 24508 26999 28380 33544 38815 65535 51287
2025-05-21T10:19:13:638Z 10347 15498 20441 24509 26991 28385 33541 38805 65535 51299
2025-05-21T10:19:14:672Z 10348 15494 20437 24511 26992 28386 33540 38808 65535 51299
2025-05-21T10:19:15:704Z 10345 15496 20436 24504 26988 28373 33532 38808 65535 51298
2025-05-21T10:19:16:736Z 10344 15490 20428 24504 26985 28374 33536 38798 65535 51294
2025-05-21T10:19:17:768Z 10343 15484 20420 24495 26964 28360 33507 38780 65535 51236
2025-05-21T10:19:18:800Z 10338 15474 20418 24485 26949 28357 33504 38767 65535 51214
2025-05-21T10:19:19:833Z 10342 15471 20418 24485 26963 28360 33505 38778 65535 51261
2025-05-21T10:19:20:867Z 10344 15477 20419 24482 26960 28369 33507 38782 65535 51306
2025-05-21T10:19:21:900Z 10341 15475 20417 24473 26961 28357 33502 38770 65535 51293
2025-05-21T10:19:22:932Z 10341 15475 20416 24472 26958 28351 33493 38779 65535 51276
2025-05-21T10:19:23:965Z 10333 15472 20409 24478 26954 28345 33482 38763 65535 51262
2025-05-21T10:19:24:997Z 10335 15470 20399 24474 26946 28338 33466 38748 65535 51253
2025-05-21T10:19:25:029Z 10334 15466 20399 24473 26954 28342 33466 38753 65535 51250
2025-05-21T10:19:26:064Z 10337 15463 20397 24465 26947 28339 33468 38759 65535 51234
2025-05-21T10:19:27:096Z 10335 15466 20401 24459 26951 28338 33462 38763 65535 51263
2025-05-21T10:19:28:128Z 10336 15468 20397 24466 26955 28346 33467 38776 65535 51253
2025-05-21T10:19:29:161Z 10338 15473 20405 24463 26961 28345 33449 38768 65535 51275
2025-05-21T10:19:30:194Z 10336 15474 20400 24464 26954 28345 33453 38762 65535 51260
2025-05-21T10:19:31:226Z 10336 15470 20390 24461 26948 28331 33442 38762 65535 51217
2025-05-21T10:19:32:259Z 10330 15468 20378 24447 26929 28307 33430 38748 65535 51085
2025-05-21T10:19:33:292Z 10310 15465 20351 24449 26887 28277 33417 38712 65535 50879
2025-05-21T10:19:34:326Z 10290 15437 20300 24436 26801 28186 33277 38579 65535 50577
2025-05-21T10:19:35:358Z 10211 15282 20156 24211 26455 27777 32827 37926 65535 49068
2025-05-21T10:19:36:390Z 10064 14980 19802 23810 26172 27606 32339 37536 65535 47813
2025-05-21T10:19:37:422Z 10250 15330 20316 24101 26917 28246 33308 38733 65535 51137
2025-05-21T10:19:38:456Z 10331 15454 20386 24446 26943 28351 33431 38781 65535 51251
2025-05-21T10:19:39:488Z 10343 15472 20402 24462 26960 28366 33451 38806 65535 51308
2025-05-21T10:19:40:520Z 10346 15473 20403 24464 26949 28348 33433 38787 65535 51267
2025-05-21T10:19:42:553Z 10346 15470 20397 24459 26951 28350 33425 38792 65535 51250
2025-05-21T10:19:43:585Z 10343 15469 20395 24450 26941 28343 33407 38784 65535 51225
2025-05-21T10:19:44:618Z 10340 15466 20383 24452 26935 28337 33396 38768 65535 51206
2025-05-21T10:19:45:653Z 10339 15463 20379 24441 26937 28334 33398 38775 65535 51196
2025-05-21T10:19:46:685Z 10336 15458 20377 24438 26933 28323 33394 38761 65535 51206
2025-05-21T10:19:47:718Z 10337 15458 20379 24440 26925 28323 33383 38762 65535 51173
2025-05-21T10:19:48:750Z 10333 15453 20368 24428 26914 28316 33375 38757 65535 51164
2025-05-21T10:19:49:783Z 10334 15454 20369 24424 26921 28323 33364 38752 65535 51151
2025-05-21T10:19:50:816Z 10339 15458 20368 24425 26923 28328 33375 38769 65535 51176
2025-05-21T10:19:51:851Z 10332 15459 20372 24433 26932 28319 33360 38766 65535 51169
2025-05-21T10:19:52:882Z 10337 15461 20367 24422 26931 28321 33366 38778 65535 51158
2025-05-21T10:19:53:915Z 10329 15452 20359 24413 26873 28276 33315 38720 65535 50932
2025-05-21T10:19:54:947Z 10309 15418 20329 24386 26863 28261 33300 38710 65535 50912
2025-05-21T10:19:55:979Z 10306 15408 20321 24368 26816 28240 33230 38634 65535 50818
2025-05-21T10:19:56:011Z 10249 15291 20217 24233 26625 28114 33075 38416 65535 50376
2025-05-21T10:19:57:044Z 10297 15379 20301 24326 26872 28267 33277 38699 65535 50964
2025-05-21T10:19:58:077Z 10327 15450 20344 24400 26929 28304 33332 38782 65535 51140
2025-05-21T10:19:59:108Z 10329 15471 20356 24417 26939 28313 33341 38796 65535 51145
2025-05-21T10:20:00:140Z 10324 15470 20348 24408 26933 28301 33318 38785 65535 51124
2025-05-21T10:20:01:172Z 10330 15461 20347 24405 26922 28301 33315 38770 65535 51098
2025-05-21T10:20:02:204Z 10327 15459 20337 24393 26922 28286 33304 38773 65535 51073
2025-05-21T10:20:03:238Z 10322 15453 20334 24394 26921 28298 33299 38769 65535 51078
2025-05-21T10:20:04:270Z 10325 15455 20339 24390 26916 28293 33295 38779 65535 51069
2025-05-21T10:20:05:304Z 10329 15454 20341 24396 26916 28305 33298 38773 65535 51091
2025-05-21T10:20:06:336Z 10325 15443 20332 24387 26917 28309 33301 38778 65535 51090
2025-05-21T10:20:07:368Z 10299 15443 20306 24381 26280 28088 32540 38331 65535 51082
2025-05-21T10:20:08:400Z 10256 15203 20100 23763 26854 28198 32963 38739 65535 51120
2025-05-21T10:20:09:434Z 10323 15449 20321 24368 26913 28294 33267 38771 65535 51147
2025-05-21T10:20:10:467Z 10322 15451 20328 24370 26896 28278 33249 38767 65535 51092
2025-05-21T10:20:11:499Z 10323 15449 20322 24367 26901 28268 33243 38771 65535 51080
2025-05-21T10:20:13:531Z 10324 15450 20323 24374 26906 28285 33241 38766 65535 51077
2025-05-21T10:20:14:564Z 10323 15448 20315 24363 26905 28285 33244 38776 65535 51080
2025-05-21T10:20:15:596Z 10322 15451 20312 24359 26902 28283 33236 38758 65535 51080
2025-05-21T10:20:16:630Z 10323 15452 20316 24364 26895 28286 33223 38767 65535 51076
2025-05-21T10:20:17:661Z 10325 15452 20313 24353 26899 28285 33222 38777 65535 51095
2025-05-21T10:20:18:693Z 10327 15455 20319 24362 26906 28294 33226 38783 65535 51109
2025-05-21T10:20:19:726Z 10326 15454 20319 24361 26897 28287 33210 38778 65535 51067
2025-05-21T10:20:20:758Z 10327 15449 20314 24360 26887 28288 33210 38774 65535 51084
2025-05-21T10:20:21:792Z 10326 15453 20311 24350 26892 28285 33199 38785 65535 51102
2025-05-21T10:20:22:826Z 10326 15457 20313 24351 26892 28282 33201 38786 65535 51085
2025-05-21T10:20:23:858Z 10328 15454 20310 24352 26897 28280 33186 38785 65535 51098
2025-05-21T10:20:24:891Z 10327 15460 20307 24354 26900 28289 33194 38800 65535 51095
2025-05-21T10:20:25:924Z 10327 15457 20314 24354 26889 28280 33178 38798 65535 51101
2025-05-21T10:20:26:956Z 10328 15458 20306 24346 26886 28276 33163 38796 65535 51082
2025-05-21T10:20:27:987Z 10328 15452 20305 24343 26887 28284 33167 38800 65535 51073
2025-05-21T10:20:28:022Z 10327 15460 20310 24343 26886 28274 33173 38805 65535 51100
2025-05-21T10:20:29:054Z 10326 15457 20303 24341 26884 28266 33136 38797 65535 51072
