METADATA
initial_wait_s: 30
measures: 1
period_ms: 1000
depth: 0.5
name: kdupro01
buoy: 0
country: usa
place: discobay
maker: udea
curator: icm-csic
email: rodero@icm.csic.es
sensors: as7341
description: calibration
units: counts,
latitude: 41.383189
longitude: 2.197949
altitude: 0
ref_coord_system: wgs84
location_source: gnss
time_source: internet
processing_level: 0
processing_procedure: https://git.csic.es/kduino/kdupro
processing_version: build
processing_revision: 0
calibration_procedure: https://git.csic.es/kduino/kdupro
calibration_reference: 0
calibration_time: 0
calibration_version: 0
sensor_id: 
platform_id: 
deployment_id: 
sample_id: 
observer_id: 
owner_contact: jpiera@icm.csic.es
operator_contact: rodero@icm.csic.es
license: mit
license_reference: https://opensource.org/licenses/mit
embargo_date: 
datetime: yyyy-mm-ddthh:mm:ssz
time: 2025-05-21T09:27:04:038Z
DATA
TIME F1-415nm F2-445nm F3-480nm F4-515nm F5-555nm F6-590nm F7-630nm F8-680nm Clear Near-IR
2025-05-21T10:15:40:039Z 3620 5035 6842 7918 8936 9440 10722 12871 35838 24479
2025-05-21T10:15:41:078Z 3731 5214 7086 8230 9156 9675 11027 13120 35932 24417
2025-05-21T10:15:42:117Z 3776 5257 7160 8354 9262 9846 11274 13240 36135 24439
2025-05-21T10:15:43:145Z 3816 5329 7263 8494 9410 9957 11388 13428 36460 24514
2025-05-21T10:15:44:174Z 3758 5176 7051 8252 16527 17358 20227 23475 65535 30266
2025-05-21T10:15:45:202Z 6540 9631 13195 15029 17523 18168 21144 25076 65535 34415
2025-05-21T10:15:46:245Z 6309 9742 13182 15141 16641 16630 20417 23615 62514 28227
2025-05-21T10:15:48:498Z 5151 8179 10951 12816 9412 10038 13343 16351 33655 16863
2025-05-21T10:15:49:751Z 1401 1531 2302 2440 3182 3140 3736 4421 12401 14743
2025-05-21T10:15:50:849Z 1161 1320 1849 2039 2946 3129 3501 4519 12160 14202
2025-05-21T10:15:51:877Z 1131 1543 1832 2400 2447 2412 3259 3989 12750 15065
2025-05-21T10:15:52:905Z 1201 1239 1828 1832 2428 2405 3290 4054 12310 14704
2025-05-21T10:15:53:935Z 1239 1288 1905 1932 2469 2404 3273 3923 12282 14738
2025-05-21T10:15:54:963Z 1246 1355 1991 2056 3022 3004 3785 4647 13093 15636
2025-05-21T10:15:55:992Z 1453 1803 2407 2735 3235 3257 4043 5009 13389 15942
2025-05-21T10:15:56:020Z 1459 1812 2416 2746 2788 2740 3441 4203 13024 15714
2025-05-21T10:15:57:047Z 1422 1721 2306 2586 3099 3150 4004 5012 13304 15783
2025-05-21T10:15:58:076Z 1427 1734 2319 2609 3111 3166 4030 5041 13307 15771
2025-05-21T10:15:59:104Z 1423 1733 2315 2608 3031 3052 3962 4926 13317 15776
2025-05-21T10:16:00:134Z 1411 1694 2280 2538 3001 2996 3792 4669 13280 15848
2025-05-21T10:22:39:052Z 1594 2238 2736 3534 3839 4324 5896 6788 15108 13834
2025-05-21T10:22:40:052Z 1595 2235 2722 3530 3828 4335 5893 6788 15257 13833
2025-05-21T10:22:41:079Z 1609 2252 2744 3563 3851 4371 5921 6830 15420 13864
2025-05-21T10:22:42:105Z 1621 2269 2761 3590 3870 4404 5957 6865 15556 13882
2025-05-21T10:22:43:131Z 1623 2270 2760 3593 3861 4403 5949 6857 15622 13892
2025-05-21T10:22:44:157Z 1627 2275 2765 3601 3863 4412 5954 6867 15667 13886
2025-05-21T10:22:45:184Z 1629 2275 2764 3601 3870 4425 5967 6880 15725 13900
2025-05-21T10:22:46:213Z 1631 2277 2766 3604 3862 4424 5961 6874 15760 13910
2025-05-21T10:22:47:240Z 1631 2275 2762 3601 3839 4406 5935 6847 15785 13910
2025-05-21T10:22:48:266Z 1624 2263 2742 3579 3832 4408 5928 6846 15839 13912
2025-05-21T10:22:49:293Z 1623 2259 2735 3572 3822 4408 5919 6842 15892 13927
2025-05-21T10:22:50:319Z 1627 2264 2739 3580 3825 4419 5922 6851 15977 13949
2025-05-21T10:22:51:346Z 1628 2262 2738 3576 3814 4413 5909 6838 16002 13946
2025-05-21T10:22:52:372Z 1629 2262 2737 3576 3822 4428 5927 6857 16043 13949
2025-05-21T10:22:53:401Z 1627 2258 2730 3570 3142 3658 5257 5963 14692 13624
2025-05-21T10:22:54:428Z 1431 1943 2295 3031 3248 3916 5408 6371 15197 13985
2025-05-21T10:22:55:455Z 1438 1941 2290 3032 3218 3877 5370 6324 15173 13957
2025-05-21T10:26:31:064Z 3731 5222 7308 10020 11200 12504 14341 17525 65535 31581
2025-05-21T10:26:32:064Z 3579 5022 7017 9654 10954 12137 13851 17023 64742 30558
2025-05-21T10:26:33:090Z 3483 4848 6888 9314 10825 11972 13573 16797 63604 30354
2025-05-21T10:26:34:119Z 3518 4836 6916 9529 10894 12190 13814 16847 64819 30448
2025-05-21T10:26:35:145Z 3643 5043 7192 9808 11025 12222 13886 17074 65466 30934
2025-05-21T10:26:36:172Z 3416 4805 6761 9230 10327 11498 13135 16223 61339 29134
2025-05-21T10:26:37:196Z 3368 4772 6683 9102 9908 11060 12663 15633 58539 28030
2025-05-21T10:26:38:222Z 3254 4592 6470 8825 10293 11495 13148 16118 61540 29045
2025-05-21T10:26:39:248Z 3550 4962 6953 9457 10975 12245 14024 17192 65451 30837
2025-05-21T10:26:40:277Z 3621 5059 7093 9705 10839 12005 13750 16877 63678 30115
2025-05-21T10:26:41:276Z 3528 5001 6961 9459 11228 12482 14299 17467 65535 31703
2025-05-21T10:26:42:302Z 3699 5177 7275 9887 11093 12238 14022 17158 65535 31229
2025-05-21T10:26:43:329Z 3623 5120 7139 9654 11054 12205 13968 17086 65535 31091
2025-05-21T10:26:44:356Z 3477 4778 6809 9383 10123 11165 12769 15713 61597 29785
2025-05-21T10:26:45:383Z 2845 3804 5472 7865 9090 9937 11493 14207 55705 28234
2025-05-21T10:26:46:409Z 2625 3439 4998 7251 8786 9566 11155 13798 53909 27553
2025-05-21T10:26:47:439Z 2736 3642 5247 7577 8720 9508 11106 13703 53422 27408
2025-05-21T10:26:48:465Z 2571 3360 4898 7145 8379 9133 10758 13291 53246 27400
2025-05-21T10:26:49:491Z 2890 3907 5654 7980 8794 9664 11301 13838 57164 28040
2025-05-21T10:26:50:518Z 2794 3825 5471 7577 8573 9429 11022 13502 56286 27538
2025-05-21T10:26:51:526Z 2865 3902 5611 7827 8859 9743 11380 13945 57233 27934
2025-05-21T10:26:52:553Z 2847 3876 5578 7810 9200 10111 11810 14463 58726 28729
2025-05-21T10:26:53:581Z 2956 4006 5797 8143 8929 9811 11464 14027 57706 28197
2025-05-21T10:26:54:608Z 2832 3869 5547 7702 8802 9676 11302 13824 57202 27964
2025-05-21T10:26:55:635Z 2985 4047 5863 8275 9931 10881 12702 15511 61817 30227
2025-05-21T10:26:56:662Z 3165 4241 6223 8874 10271 11256 13114 16031 63216 30889
2025-05-21T10:26:57:688Z 3161 4248 6221 8883 10214 11182 13042 15935 62856 30722
2025-05-21T10:26:58:715Z 3160 4248 6217 8880 10214 11186 13036 15936 62887 30735
2025-05-21T10:27:00:744Z 3150 4239 6199 8847 10127 11091 12933 15798 62526 30563
2025-05-21T10:27:01:770Z 3108 4186 6112 8688 9635 10555 12357 15057 60426 29424
2025-05-21T10:27:02:797Z 3014 4102 5931 8402 9964 10915 12745 15563 61837 30205
2025-05-21T10:27:03:824Z 3161 4248 6219 8866 10220 11194 13035 15939 62892 30796
2025-05-21T10:27:04:850Z 3132 4216 6161 8762 9971 10914 12659 15542 61720 30267
2025-05-21T10:27:05:877Z 3045 4073 5968 8399 9577 10466 12091 14897 61043 29992
2025-05-21T10:27:06:903Z 4872 7092 9829 12031 18827 19849 23299 27116 65535 49440
2025-05-21T10:27:07:932Z 7341 11558 15570 18607 20513 21435 26048 29776 65535 53756
2025-05-21T10:27:08:959Z 6917 10999 14690 17759 16752 17825 21572 24603 65535 48921
2025-05-21T10:27:09:986Z 6583 10366 13948 16493 17824 18707 22511 25941 65535 51167
2025-05-21T10:27:10:012Z 6746 10468 14114 16673 16103 16941 20698 23374 65535 46610
2025-05-21T10:27:11:039Z 6457 9922 13361 16153 19514 19691 24515 27670 65535 42418
2025-05-21T10:27:12:065Z 6986 11130 14856 17825 18425 19442 23494 26666 65535 38687
2025-05-21T10:27:13:094Z 6880 10564 14305 17016 19160 20199 23958 27393 65535 37596
2025-05-21T10:27:14:121Z 7086 10955 14817 17724 18883 19898 23802 27138 65535 36745
2025-05-21T10:27:15:146Z 6680 10476 13992 16899 17897 18956 22478 25776 65535 35867
2025-05-21T10:27:16:173Z 6666 10291 13847 16580 17871 19035 22416 25783 65535 35709
2025-05-21T10:27:17:199Z 6554 10138 13634 16401 17755 18792 22294 25520 65535 35642
2025-05-21T10:27:18:226Z 6795 10588 14194 17092 19417 20340 24333 27727 65535 36624
2025-05-21T10:27:19:255Z 7367 11287 15366 18133 19337 20170 24176 27574 65535 37183
2025-05-21T10:27:20:292Z 6045 9578 13092 15419 18444 18888 22499 26209 65535 24215
2025-05-21T10:27:21:319Z 6474 10409 14176 16451 19135 19546 23332 27340 65535 31224
2025-05-21T10:27:22:346Z 6814 10819 14743 17099 19582 20124 24032 28123 65535 37110
2025-05-21T10:27:23:372Z 6932 10991 14913 17110 19301 19748 23314 27810 65535 33229
2025-05-21T10:27:24:399Z 6760 10755 14690 16832 19295 19729 23502 27657 65535 32541
2025-05-21T10:27:25:428Z 6949 11004 14968 17368 19080 19530 23287 27192 65535 28584
2025-05-21T10:27:26:454Z 6385 10258 14063 16318 18959 19350 23054 26924 65535 24865
2025-05-21T10:27:27:481Z 6568 10557 14439 16800 19163 19679 23532 27203 65535 24565
2025-05-21T10:27:28:507Z 6635 10530 14460 17030 18910 19489 23286 26791 65535 24040
2025-05-21T10:27:29:534Z 6244 10016 13763 16224 18493 18899 22629 26032 65535 21044
2025-05-21T10:27:30:561Z 6378 10140 13977 16548 18982 19694 23467 26859 65535 23032
2025-05-21T10:27:31:590Z 6544 10330 14240 16881 18684 19313 23070 26332 65535 21652
2025-05-21T10:27:32:617Z 6288 9968 13774 16365 18644 19320 23022 26315 65535 21709
2025-05-21T10:27:33:644Z 6370 10027 13867 16490 18774 19509 23179 26466 65535 21991
2025-05-21T10:27:34:670Z 6420 10054 13905 16584 18768 19607 23228 26490 65535 22131
2025-05-21T10:27:35:697Z 6488 10116 13971 16658 18628 19529 23079 26290 65535 22368
2025-05-21T10:27:36:723Z 6381 9910 13718 16436 18533 19467 23027 26174 65535 23802
2025-05-21T10:27:38:752Z 6539 10045 13867 16590 18598 19619 23172 26348 65535 26319
2025-05-21T10:27:39:751Z 6388 9775 13505 16246 18291 19334 22807 25923 65535 26434
2025-05-21T10:27:40:777Z 6363 9725 13463 16148 18390 19407 22926 26037 65535 25945
2025-05-21T10:27:41:804Z 6400 9750 13512 16223 18304 19380 22849 25892 65535 25939
2025-05-21T10:27:42:830Z 6387 9693 13424 16162 18520 19582 23091 26300 65535 26852
2025-05-21T10:27:43:857Z 6458 9869 13643 16345 18337 19318 22836 25843 65535 23302
2025-05-21T10:27:44:886Z 6353 9728 13490 16215 18568 19617 23123 26292 65535 24897
2025-05-21T10:27:45:885Z 6535 10018 13847 16530 18427 19374 22899 26064 65535 23787
2025-05-21T10:27:46:911Z 6378 9848 13637 16255 18401 19275 22832 25975 65535 23156
2025-05-21T10:27:47:937Z 6481 9959 13765 16424 18459 19455 22963 26103 65535 24812
2025-05-21T10:27:48:963Z 6436 9816 13608 16293 18333 19317 22805 25880 65535 23816
2025-05-21T10:27:49:962Z 6432 9833 13624 16314 18333 19287 22768 25819 65535 22103
2025-05-21T10:27:50:990Z 6264 9579 13317 16016 18151 19132 22585 25531 65535 22140
2025-05-21T10:27:51:028Z 6183 9469 13181 15880 17960 18908 22358 25233 65535 21438
2025-05-21T10:27:52:064Z 6265 9557 13297 15978 18356 19330 22846 25928 65535 23243
2025-05-21T10:27:53:091Z 6328 9682 13459 16140 18329 19271 22803 25821 65535 22777
2025-05-21T10:27:54:118Z 6299 9641 13373 16082 18590 19544 23197 26346 65535 26502
2025-05-21T10:27:55:144Z 6580 10036 13853 16520 18669 19673 23248 26502 65535 26184
2025-05-21T10:27:56:173Z 6564 10021 13839 16556 18502 19468 23040 26132 65535 24142
2025-05-21T10:27:57:200Z 6346 9694 13437 16121 18196 19120 22681 25713 65535 24403
2025-05-21T10:27:58:224Z 6423 9817 13561 16215 18280 19254 22759 25873 65535 24828
2025-05-21T10:27:59:251Z 6459 9911 13671 16355 18610 19613 23197 26455 65535 27154
2025-05-21T10:28:00:278Z 6751 10290 14152 16806 18632 19603 23190 26486 65535 28117
2025-05-21T10:28:01:304Z 6632 10147 13968 16635 18571 19581 23147 26413 65535 27757
2025-05-21T10:28:02:333Z 6601 10079 13867 16538 18428 19393 22965 26161 65535 27219
2025-05-21T10:28:03:360Z 6581 10083 13878 16533 18598 19595 23187 26491 65535 29711
2025-05-21T10:28:04:386Z 6683 10194 13997 16660 18379 19392 22919 26170 65535 29610
2025-05-21T10:28:05:413Z 6511 9945 13688 16353 18195 19164 22712 25889 65535 28492
2025-05-21T10:28:06:440Z 6406 9821 13550 16195 18689 19632 23380 26637 65535 33261
2025-05-21T10:28:07:466Z 6702 10211 14002 16608 18532 19580 23137 26496 65535 31643
2025-05-21T10:28:08:495Z 6662 10209 14012 16650 18462 19466 23034 26298 65535 28926
2025-05-21T10:28:09:521Z 6579 10111 13897 16526 18234 19208 22744 25956 65535 28248
2025-05-21T10:28:10:548Z 6331 9760 13467 16025 18092 18957 22525 25729 65535 26298
2025-05-21T10:28:11:574Z 6580 10156 13940 16540 18737 19777 23441 26851 65535 34653
2025-05-21T10:28:12:601Z 6775 10440 14255 16857 18679 19688 23319 26733 65535 32639
2025-05-21T10:28:13:627Z 6631 10212 14007 16585 18544 19461 23118 26483 65535 30358
2025-05-21T10:28:14:657Z 6653 10311 14132 16696 18467 19382 23012 26328 65535 29148
2025-05-21T10:28:15:684Z 6484 10032 13782 16378 17912 18729 22300 25335 65535 24521
2025-05-21T10:28:16:711Z 6023 9349 12956 15501 17253 18000 21435 24215 65535 20301
2025-05-21T10:28:18:738Z 5639 8798 12304 14796 16981 17630 21011 23654 65535 17705
2025-05-21T10:28:19:764Z 5510 8634 12118 14601 16831 17462 20723 23335 65535 15440
2025-05-21T10:28:20:791Z 5383 8457 11905 14356 16700 17313 20541 23062 65535 14361
2025-05-21T10:28:21:820Z 5294 8370 11819 14270 16624 17114 20297 22738 65535 12737
2025-05-21T10:28:22:847Z 5096 8098 11492 13905 16276 16690 19759 21997 62684 10798
2025-05-21T10:28:23:873Z 4912 7849 11193 13600 15999 16365 19285 21367 59946 9268
2025-05-21T10:28:24:900Z 4743 7622 10920 13310 15769 16056 18902 20799 57733 8156
2025-05-21T10:28:25:937Z 4555 7361 10613 12991 15434 15622 18369 19998 54961 6967
2025-05-21T10:28:26:965Z 4402 7154 10359 12758 15389 15546 18270 19735 53739 6319
2025-05-21T10:28:27:992Z 4286 7024 10202 12638 15115 15205 17890 19098 52130 5615
2025-05-21T10:28:28:019Z 4029 6632 9714 12109 14421 14476 16950 17908 48828 4805
2025-05-21T10:28:29:045Z 3757 6198 9181 11502 14107 14170 16486 17303 47075 4362
2025-05-21T10:28:30:071Z 3658 6035 9004 11328 13937 14015 16201 16930 45937 4078
2025-05-21T10:28:31:098Z 3486 5753 8674 10956 13621 13712 15746 16346 44344 3761
2025-05-21T10:28:32:124Z 3349 5539 8403 10672 13177 13226 15145 15487 41982 3326
2025-05-21T10:28:33:151Z 3188 5301 8086 10368 12874 12903 14754 14903 40651 3091
2025-05-21T10:28:34:180Z 3079 5130 7861 10145 12581 12625 14327 14369 39470 2914
2025-05-21T10:28:35:207Z 2966 4936 7631 9870 12175 12250 13762 13707 37905 2717
2025-05-21T10:28:36:233Z 2821 4692 7321 9509 11881 11956 13357 13183 36596 2554
2025-05-21T10:28:37:259Z 2702 4508 7076 9254 11628 11701 13006 12691 35530 2416
2025-05-21T10:28:38:285Z 2589 4326 6833 9017 11250 11331 12512 12062 34078 2266
2025-05-21T10:28:39:312Z 2450 4090 6514 8644 10927 11030 12069 11539 32770 2146
2025-05-21T10:28:40:341Z 2345 3902 6260 8359 10522 10639 11540 10907 31260 2016
2025-05-21T10:28:41:368Z 2209 3665 5927 7987 10098 10213 10979 10226 29603 1875
2025-05-21T10:28:42:395Z 2097 3478 5672 7706 9884 9990 10674 9824 28784 1801
2025-05-21T10:28:43:421Z 2049 3403 5577 7615 9766 9878 10516 9637 28404 1772
2025-05-21T10:28:44:448Z 1990 3297 5423 7431 9401 9533 10067 9161 27228 1688
2025-05-21T10:28:45:475Z 1872 3094 5135 7088 9088 9225 9672 8722 26009 1603
2025-05-21T10:28:46:504Z 1799 2964 4943 6854 8866 9001 9379 8392 25284 1550
2025-05-21T10:28:47:531Z 1696 2793 4697 6568 8687 8813 9118 8057 24538 1495
2025-05-21T10:28:48:557Z 1642 2706 4581 6442 8608 8720 8980 7857 24260 1473
2025-05-21T10:28:49:584Z 1565 2577 4397 6232 8408 8513 8700 7526 23474 1418
2025-05-21T10:28:50:610Z 1499 2464 4231 6030 8059 8160 8259 7048 22174 1331
2025-05-21T10:28:51:645Z 1433 2353 4067 5832 7973 8066 8148 6921 21822 1308
2025-05-21T10:28:52:681Z 1438 2365 4094 5879 7971 8066 8125 6869 21815 1306
2025-05-21T10:28:53:710Z 1398 2301 4012 5797 7886 7974 7981 6671 21506 1284
2025-05-21T10:28:55:737Z 1366 2245 3939 5731 7886 7969 7960 6609 21476 1280
2025-05-21T10:28:56:764Z 1324 2175 3835 5613 7682 7756 7704 6317 20760 1232
2025-05-21T10:28:57:790Z 1263 2071 3678 5420 7525 7603 7505 6094 20232 1197
2025-05-21T10:28:58:817Z 1223 2001 3575 5302 7440 7513 7379 5931 19837 1169
2025-05-21T10:28:59:843Z 1197 1955 3513 5238 7305 7377 7192 5714 19353 1138
2025-05-21T10:29:00:871Z 1151 1876 3402 5120 7175 7253 7026 5536 18995 1116
2025-05-21T10:29:01:901Z 1115 1813 3305 5001 6953 7028 6758 5256 18282 1073
2025-05-21T10:29:02:927Z 1070 1732 3181 4848 6843 6916 6625 5121 17915 1051
2025-05-21T10:29:03:954Z 1026 1658 3066 4698 6718 6793 6472 4960 17502 1027
2025-05-21T10:29:04:980Z 972 1564 2920 4516 6507 6574 6201 4674 16773 982
2025-05-21T10:29:05:007Z 936 1500 2826 4406 6447 6514 6111 4568 16653 971
2025-05-21T10:29:06:032Z 937 1501 2834 4436 6461 6528 6107 4550 16845 980
2025-05-21T10:29:07:062Z 912 1458 2768 4361 6343 6407 5953 4387 16439 955
2025-05-21T10:29:08:089Z 874 1391 2662 4220 6234 6297 5809 4237 15960 926
2025-05-21T10:29:09:115Z 844 1337 2575 4113 6117 6180 5658 4082 15531 898
2025-05-21T10:29:10:142Z 822 1298 2518 4044 6009 6068 5514 3933 15157 874
2025-05-21T10:29:11:169Z 788 1238 2421 3916 5837 5901 5310 3743 14619 843
2025-05-21T10:29:12:194Z 749 1170 2309 3775 5752 5820 5198 3636 14352 824
2025-05-21T10:29:13:221Z 740 1152 2285 3761 5771 5844 5217 3650 14579 837
2025-05-21T10:29:14:250Z 747 1161 2303 3800 5754 5829 5188 3611 14494 833
2025-05-21T10:29:15:277Z 732 1134 2261 3744 5698 5770 5121 3542 14244 820
2025-05-21T10:29:16:304Z 711 1097 2198 3659 5605 5681 5009 3435 13863 799
2025-05-21T10:29:17:331Z 689 1061 2136 3573 5494 5573 4875 3312 13534 779
2025-05-21T10:29:18:356Z 658 1005 2042 3447 5336 5414 4690 3146 13117 754
2025-05-21T10:29:19:383Z 625 948 1944 3317 5178 5262 4516 2993 12705 732
2025-05-21T10:29:20:410Z 604 910 1881 3234 5118 5206 4445 2930 12478 719
2025-05-21T10:29:21:439Z 586 878 1825 3156 5007 5101 4321 2815 12053 696
2025-05-21T10:29:22:438Z 561 835 1751 3056 4904 5003 4209 2721 11749 679
2025-05-21T10:29:23:465Z 540 799 1688 2968 4782 4884 4078 2611 11461 663
2025-05-21T10:29:24:491Z 523 768 1634 2894 4687 4791 3980 2532 11330 657
2025-05-21T10:29:25:518Z 503 733 1573 2808 4573 4677 3852 2422 10929 635
2025-05-21T10:29:26:544Z 482 699 1511 2714 4453 4557 3722 2310 10527 613
2025-05-21T10:29:27:571Z 452 651 1423 2585 4366 4470 3622 2222 10207 595
2025-05-21T10:29:28:600Z 443 633 1392 2545 4279 4385 3534 2152 10076 589
2025-05-21T10:29:29:627Z 427 605 1342 2476 4187 4298 3430 2068 9824 576
2025-05-21T10:29:30:662Z 410 574 1284 2389 4083 4201 3315 1981 9519 559
2025-05-21T10:29:31:689Z 392 543 1225 2301 3964 4084 3189 1885 9189 542
2025-05-21T10:29:32:716Z 370 507 1156 2191 3872 3999 3090 1808 8848 522
2025-05-21T10:29:34:742Z 359 489 1121 2140 3803 3932 3022 1757 8730 517
2025-05-21T10:29:35:769Z 347 468 1084 2084 3701 3831 2919 1678 8492 505
2025-05-21T10:29:36:798Z 331 442 1032 2005 3566 3701 2784 1578 8131 486
2025-05-21T10:29:37:824Z 312 410 967 1899 3448 3586 2662 1492 7768 465
2025-05-21T10:29:38:851Z 297 386 918 1815 3359 3498 2577 1436 7566 455
2025-05-21T10:29:39:878Z 288 372 889 1769 3314 3454 2536 1410 7488 451
2025-05-21T10:29:40:904Z 284 365 875 1744 3258 3402 2477 1366 7294 441
2025-05-21T10:29:41:931Z 277 352 850 1705 3231 3377 2451 1349 7241 439
2025-05-21T10:29:42:930Z 272 344 833 1675 3142 3290 2366 1292 7044 430
2025-05-21T10:29:43:959Z 260 327 797 1614 3036 3182 2270 1228 6769 415
2025-05-21T10:29:44:985Z 244 303 746 1525 2910 3054 2148 1141 6364 390
2025-05-21T10:29:45:011Z 230 282 699 1441 2803 2946 2051 1075 6081 373
2025-05-21T10:29:46:037Z 207 249 625 1311 2690 2835 1941 997 5686 349
2025-05-21T10:29:47:036Z 202 242 610 1283 2608 2752 1872 954 5531 342
2025-05-21T10:29:48:063Z 195 231 587 1244 2557 2699 1827 926 5416 336
2025-05-21T10:29:49:090Z 186 219 559 1190 2448 2590 1736 868 5146 321
2025-05-21T10:29:50:119Z 169 195 504 1087 2263 2404 1579 769 4707 295
2025-05-21T10:29:51:145Z 153 174 454 997 2142 2283 1482 711 4445 279
2025-05-21T10:29:52:184Z 144 161 424 939 2068 2206 1418 674 4223 265
2025-05-21T10:29:53:220Z 136 150 399 890 1989 2123 1354 636 3996 253
2025-05-21T10:29:54:246Z 132 145 385 862 1928 2061 1314 612 3814 244
2025-05-21T10:29:55:273Z 123 134 358 806 1840 1969 1249 569 3543 229
2025-05-21T10:29:56:300Z 115 124 335 763 1772 1899 1202 540 3350 217
2025-05-21T10:29:57:327Z 110 118 319 731 1718 1844 1164 517 3175 207
2025-05-21T10:29:58:356Z 105 112 304 699 1653 1777 1116 489 2949 192
2025-05-21T10:29:59:383Z 100 106 289 667 1601 1724 1083 470 2748 179
2025-05-21T10:30:00:408Z 94 99 270 627 1516 1638 1023 436 2480 161
2025-05-21T10:30:01:434Z 89 94 255 595 1449 1572 980 413 2281 148
2025-05-21T10:30:02:461Z 85 89 241 567 1401 1525 951 397 2133 139
2025-05-21T10:30:03:487Z 80 83 226 535 1333 1456 901 371 1959 127
2025-05-21T10:30:04:513Z 76 79 215 512 1279 1402 862 351 1814 117
2025-05-21T10:30:05:542Z 72 73 201 483 1231 1355 828 334 1679 108
2025-05-21T10:30:06:568Z 68 68 187 452 1180 1305 789 315 1552 99
2025-05-21T10:30:07:594Z 64 64 175 427 1128 1252 746 294 1436 91
2025-05-21T10:30:08:621Z 61 59 163 401 1095 1219 718 280 1373 87
2025-05-21T10:30:09:647Z 57 54 150 373 1044 1166 677 260 1289 81
2025-05-21T10:30:10:674Z 55 52 144 361 1001 1121 643 243 1210 76
2025-05-21T10:30:11:701Z 51 48 132 334 955 1075 608 228 1121 70
2025-05-21T10:30:13:726Z 49 46 127 322 919 1040 581 217 1043 64
2025-05-21T10:30:14:755Z 47 43 120 306 894 1015 562 209 987 61
2025-05-21T10:30:15:781Z 46 42 116 297 863 982 535 198 934 57
2025-05-21T10:30:16:808Z 44 40 110 284 826 944 509 186 878 53
2025-05-21T10:30:17:834Z 43 38 106 274 810 928 498 182 852 52
2025-05-21T10:30:18:861Z 43 38 105 272 806 924 494 181 843 51
2025-05-21T10:30:19:887Z 42 37 103 268 808 927 494 181 845 51
2025-05-21T10:30:20:914Z 42 37 102 264 832 954 513 192 861 52
2025-05-21T10:30:21:940Z 48 43 118 300 921 1052 583 227 959 58
2025-05-21T10:30:22:969Z 51 46 126 311 1020 1172 697 299 1010 61
2025-05-21T10:30:23:968Z 87 88 232 525 1490 1663 1077 518 1644 97
2025-05-21T10:30:24:994Z 103 109 282 623 1309 1497 1007 504 1256 75
2025-05-21T10:30:25:021Z 146 169 406 818 1956 2150 1597 925 2053 120
2025-05-21T10:30:26:048Z 184 224 517 994 1793 1995 1517 912 1709 101
2025-05-21T10:30:27:074Z 220 284 610 1070 2278 2427 2087 1522 2094 125
2025-05-21T10:30:28:101Z 447 658 1255 1952 2883 3031 2764 2193 2770 162
2025-05-21T10:30:29:130Z 460 674 1273 1955 2484 2614 2517 2147 1756 109
2025-05-21T10:30:30:155Z 747 1137 1904 2615 4222 4408 4645 4583 4199 267
2025-05-21T10:30:31:182Z 1023 1572 2502 3284 3857 4030 4259 4242 3352 221
2025-05-21T10:30:32:208Z 969 1472 2326 3029 3426 3592 3907 4116 2152 175
2025-05-21T10:30:33:235Z 1490 2288 3382 4277 8196 8486 9779 11048 15582 2259
2025-05-21T10:30:34:261Z 4074 6259 8646 10254 13882 14439 16911 19901 47526 19292
2025-05-21T10:30:35:298Z 5173 7762 10431 12280 14532 15960 17726 21469 63165 25474
2025-05-21T10:30:36:327Z 6261 9031 12277 14321 15870 17229 19290 23409 65535 35014
2025-05-21T10:30:37:354Z 6326 9132 12764 14183 16456 17297 19818 24037 65535 35925
2025-05-21T10:30:38:380Z 6414 9620 13336 14956 17036 17681 20979 24299 65535 37484
2025-05-21T10:30:39:407Z 6453 9847 13539 15534 17540 18337 21490 25112 65535 34068
2025-05-21T10:30:40:433Z 6660 10007 13776 15927 17873 18855 22179 25612 65535 36204
2025-05-21T10:30:41:460Z 6628 9979 13726 15998 17677 18514 22006 25122 65535 32138
2025-05-21T10:30:42:488Z 6521 9749 13536 15750 17635 18391 21934 24955 65535 29105
2025-05-21T10:30:43:514Z 6520 9788 13588 15861 17756 18588 22090 25160 65535 27948
2025-05-21T10:30:44:541Z 6734 10078 13937 16259 18154 18973 22713 25791 65535 36619
2025-05-21T10:30:45:567Z 6706 10072 13864 16060 18108 18757 22592 25548 65535 32987
2025-05-21T10:30:46:594Z 6740 10067 13940 16222 18116 18893 22573 25659 65535 32379
2025-05-21T10:30:47:620Z 6712 10038 13924 16223 18039 18697 22447 25428 65535 30395
2025-05-21T10:30:48:649Z 6616 9923 13783 16063 17894 18450 22230 25063 65535 26967
2025-05-21T10:30:49:676Z 6714 10058 13944 16247 18257 18954 22771 25752 65535 32359
2025-05-21T10:30:50:703Z 6810 10194 14103 16431 18154 18745 22604 25490 65535 29679
2025-05-21T10:30:52:729Z 6620 9981 13832 16170 18102 18626 22501 25328 65535 27824
2025-05-21T10:30:53:756Z 6581 9953 13794 16176 18198 18747 22596 25463 65535 26915
2025-05-21T10:30:54:809Z 6566 9954 13810 16218 18153 18645 22494 25293 65535 24586
2025-05-21T10:30:55:838Z 6346 9711 13494 15941 17773 18109 21965 24484 65535 19653
2025-05-21T10:30:56:864Z 6111 9422 13140 15617 17492 17868 21524 23953 65535 16485
