METADATA
initial_wait_s: 15
measures: 1
period_ms: 1000
depth: 0.5
name: kdupro01
buoy: 1
country: colombia
place: akuara
maker: udea
curator: icm-csic
email: rodero@icm.csic.es
sensors: tcs34725
description: calibration
units: counts,
latitude: 41.383189
longitude: 2.197949
altitude: 0
ref_coord_system: wgs84
location_source: gnss
time_source: internet
processing_level: 0
processing_procedure: https://git.csic.es/kduino/kdupro
processing_version: build
processing_revision: 0
calibration_procedure: https://git.csic.es/kduino/kdupro
calibration_reference: 0
calibration_time: 0
calibration_version: 0
sensor_id: 
platform_id: 
deployment_id: 
sample_id: 
observer_id: 
owner_contact: jpiera@icm.csic.es
operator_contact: rodero@icm.csic.es
license: mit
license_reference: https://opensource.org/licenses/mit
embargo_date: 
datetime: yyyy-mm-ddthh:mm:ssz
time: 2025-04-16T10:47:11:085Z
DATA
TIME F1-415nm F2-445nm F3-480nm F4-515nm F5-555nm F6-590nm F7-630nm F8-680nm Clear Near-IR
2025-04-16T10:56:40:131Z 35811 42827 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:56:41:131Z 35827 42820 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:56:42:131Z 36086 43069 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:56:43:131Z 36033 42987 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:56:44:131Z 35847 42846 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:56:45:131Z 35835 42828 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:56:46:131Z 36029 42986 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:56:47:131Z 35994 42963 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:56:48:131Z 35766 42765 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:56:49:131Z 35978 42957 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:56:50:131Z 35778 42776 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:56:51:131Z 35966 42953 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:56:52:131Z 35724 42732 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:56:53:131Z 35704 42701 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:56:54:131Z 35733 42741 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:56:55:131Z 35717 42718 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:56:56:131Z 35690 42706 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:56:57:131Z 35895 42887 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:56:58:131Z 35906 42913 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:56:59:131Z 35684 42712 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:00:131Z 35707 42716 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:01:131Z 35698 42725 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:02:131Z 35746 42765 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:03:131Z 35756 42781 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:04:131Z 35931 42950 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:05:131Z 35766 42795 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:06:131Z 35998 43011 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:07:131Z 35777 42807 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:08:131Z 35818 42851 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:09:131Z 35752 42799 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:10:131Z 35783 42803 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:11:131Z 35786 42842 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:12:131Z 35982 43015 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:13:131Z 35786 42835 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:14:131Z 35800 42847 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:15:131Z 35811 42868 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:16:131Z 36082 43112 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:17:131Z 35869 42924 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:18:131Z 35778 42839 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:19:131Z 35853 42905 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:20:131Z 36124 43136 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:21:131Z 35872 42934 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:22:131Z 35882 42929 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:23:131Z 35863 42913 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:24:131Z 35904 42961 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:25:131Z 35822 42871 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:26:131Z 36134 43164 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:27:131Z 35883 42962 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:28:131Z 35857 42933 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:29:131Z 36101 43138 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:30:131Z 35916 42991 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:31:131Z 35905 42977 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:32:131Z 35908 42981 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:33:131Z 36141 43200 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:34:131Z 35989 43092 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:35:131Z 35994 43083 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:36:131Z 35989 43080 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:37:131Z 35987 43083 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:38:131Z 36004 43122 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:39:131Z 36028 43118 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:40:131Z 36042 43147 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:41:131Z 36041 43155 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:42:131Z 36108 43229 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:43:131Z 36247 43419 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:44:131Z 36130 43274 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:45:131Z 36136 43263 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:46:131Z 36167 43335 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:47:131Z 36327 43530 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:48:131Z 36156 43309 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:49:131Z 36298 43507 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:50:131Z 36319 43525 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:51:131Z 36173 43358 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:52:131Z 36371 43564 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:53:131Z 36188 43393 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:54:131Z 36248 43431 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:55:131Z 36243 43424 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:56:131Z 36304 43516 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:57:131Z 36173 43372 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:58:131Z 36220 43412 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:57:59:131Z 36281 43480 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:00:131Z 36267 43454 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:01:131Z 36282 43483 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:02:131Z 36169 43379 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:03:131Z 36306 43505 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:04:131Z 36234 43445 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:05:131Z 36191 43413 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:06:131Z 36372 43607 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:07:131Z 36231 43459 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:08:131Z 36238 43462 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:09:131Z 36228 43459 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:10:131Z 36234 43464 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:11:131Z 36167 43415 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:12:131Z 36169 43408 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:13:131Z 36153 43409 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:14:131Z 36177 43431 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:15:131Z 36154 43397 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:16:131Z 36157 43406 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:17:131Z 36150 43398 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:18:131Z 36265 43543 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:19:131Z 36267 43548 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:20:131Z 36265 43534 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:21:131Z 36146 43397 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:22:131Z 36142 43398 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:23:131Z 36256 43552 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:24:131Z 36140 43382 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:25:131Z 36133 43375 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:26:131Z 36083 43328 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:27:131Z 36097 43356 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:28:131Z 36137 43379 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:29:131Z 36185 43461 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:30:131Z 36072 43331 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:31:131Z 36190 43485 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:32:131Z 36212 43526 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:33:131Z 36214 43515 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:34:131Z 36218 43525 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:35:131Z 36058 43323 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:36:131Z 36062 43323 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:37:131Z 36072 43338 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:38:131Z 36048 43319 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:39:131Z 36063 43341 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:40:131Z 36063 43331 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:41:131Z 36113 43394 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:42:131Z 36071 43333 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:43:131Z 36085 43374 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:44:131Z 36116 43403 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:45:131Z 36105 43373 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:46:131Z 36216 43543 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:47:131Z 36092 43387 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:48:131Z 36081 43376 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:49:131Z 36208 43521 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:50:131Z 36048 43368 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:51:131Z 36135 43417 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:52:131Z 36016 43316 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:53:131Z 36203 43539 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:54:131Z 36081 43383 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:55:131Z 36103 43395 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:56:131Z 36133 43432 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:57:131Z 36099 43404 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:58:131Z 36098 43399 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:58:59:131Z 36113 43421 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:00:131Z 36091 43410 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:01:131Z 36107 43407 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:02:131Z 36064 43385 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:03:131Z 36122 43429 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:04:131Z 36237 43603 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:05:131Z 36116 43423 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:06:131Z 36258 43626 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:07:131Z 36240 43594 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:08:131Z 36144 43479 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:09:131Z 36144 43472 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:10:131Z 36141 43460 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:11:131Z 36123 43442 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:12:131Z 36141 43457 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:13:131Z 36261 43629 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:14:131Z 36146 43495 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:15:131Z 36171 43508 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:16:131Z 36265 43650 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:17:131Z 36268 43655 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:18:131Z 36304 43689 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:19:131Z 36361 43728 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:20:131Z 36198 43574 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:21:131Z 36328 43727 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:22:131Z 36198 43569 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:23:131Z 36238 43594 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:24:131Z 36403 43782 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:25:131Z 36274 43619 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:26:131Z 36393 43781 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:27:131Z 36440 43817 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:28:131Z 36259 43611 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:29:131Z 36411 43798 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:30:131Z 36438 43826 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:31:131Z 36428 43808 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:32:131Z 36325 43676 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:33:131Z 36421 43803 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:34:131Z 36322 43660 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:35:131Z 36398 43775 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:36:131Z 36202 43544 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:37:131Z 36215 43555 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:38:131Z 36184 43528 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:39:131Z 36156 43513 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:40:131Z 36343 43713 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:41:131Z 36133 43461 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:42:131Z 36179 43543 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:43:131Z 36140 43486 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:44:131Z 36134 43462 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:45:131Z 36215 43567 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:46:131Z 36212 43580 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:47:131Z 36072 43410 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:48:131Z 36192 43557 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:49:131Z 36186 43521 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:50:131Z 35963 43311 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:51:131Z 36134 43444 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:52:131Z 35915 43269 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:53:131Z 35959 43295 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:54:131Z 36142 43455 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:55:131Z 35899 43260 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:56:131Z 35894 43228 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:57:131Z 36124 43433 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:58:131Z 35874 43229 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T10:59:59:131Z 35869 43223 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:00:131Z 35844 43204 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:01:131Z 35853 43209 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:02:131Z 36115 43450 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:03:131Z 35904 43267 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:04:131Z 36123 43450 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:05:131Z 35875 43232 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:06:131Z 36121 43442 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:07:131Z 35884 43257 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:08:131Z 35898 43276 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:09:131Z 35899 43267 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:10:131Z 36135 43482 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:11:131Z 36119 43460 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:12:131Z 36124 43470 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:13:131Z 35881 43263 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:14:131Z 35920 43313 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:15:131Z 35930 43302 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:16:131Z 35932 43311 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:17:131Z 35911 43292 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:18:131Z 35896 43278 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:19:131Z 35885 43278 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:20:131Z 35878 43255 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:21:131Z 36183 43529 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:22:131Z 35894 43272 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:23:131Z 35874 43272 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:24:131Z 36126 43473 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:25:131Z 35877 43268 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:26:131Z 36106 43449 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:27:131Z 36099 43468 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:28:131Z 35883 43280 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:29:131Z 35849 43235 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:30:131Z 35849 43247 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:31:131Z 35854 43254 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:32:131Z 35874 43287 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:33:131Z 35905 43316 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:34:131Z 35957 43345 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:35:131Z 35917 43328 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:36:131Z 35980 43385 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:37:131Z 35928 43345 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:38:131Z 35981 43383 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:39:131Z 35969 43374 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:40:131Z 35966 43381 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:41:131Z 36203 43603 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:42:131Z 36014 43417 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:43:131Z 35966 43383 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:44:131Z 36017 43434 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:45:131Z 36179 43614 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:46:131Z 36190 43628 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:47:131Z 36032 43452 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:48:131Z 36040 43461 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:49:131Z 36074 43498 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:50:131Z 36093 43530 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:51:131Z 36091 43523 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:52:131Z 36112 43525 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:53:131Z 36120 43555 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:54:131Z 36110 43543 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:55:131Z 36111 43542 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:56:131Z 36100 43533 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:57:131Z 36139 43582 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:58:131Z 36315 43803 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:00:59:131Z 36146 43598 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:00:131Z 36222 43677 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:01:131Z 36219 43701 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:02:131Z 36246 43717 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:03:131Z 36419 43922 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:04:131Z 36284 43761 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:05:131Z 36303 43776 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:06:131Z 36502 43988 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:07:131Z 36310 43788 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:08:131Z 36341 43817 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:09:131Z 36336 43826 50601 50601 50601 50601 50601 50601 50601 50601 65234
