METADATA
initial_wait_s: 30
measures: 1
period_ms: 1000
depth: 0.5
name: kdupro01
buoy: 0
country: usa
place: discobay
maker: udea
curator: icm-csic
email: rodero@icm.csic.es
sensors: tcs34725
description: calibration
units: counts,
latitude: 41.383189
longitude: 2.197949
altitude: 0
ref_coord_system: wgs84
location_source: gnss
time_source: internet
processing_level: 0
processing_procedure: https://git.csic.es/kduino/kdupro
processing_version: build
processing_revision: 0
calibration_procedure: https://git.csic.es/kduino/kdupro
calibration_reference: 0
calibration_time: 0
calibration_version: 0
sensor_id: 
platform_id: 
deployment_id: 
sample_id: 
observer_id: 
owner_contact: jpiera@icm.csic.es
operator_contact: rodero@icm.csic.es
license: mit
license_reference: https://opensource.org/licenses/mit
embargo_date: 
datetime: yyyy-mm-ddthh:mm:ssz
time: 2025-02-26T10:14:01:032Z
DATA
TIME L0 L1 L2 L3 L4 L5 L6 L7 L8 L9 L10 L11
2025-02-26T10:32:34:051Z 14717 24616 47934 50601 50601 4996 50601 50601 44014 33956 50601 5190
2025-02-26T10:32:35:051Z 15366 25490 50244 50601 50601 5229 50601 50601 46285 35425 50601 5284
2025-02-26T10:32:36:051Z 15382 25634 50446 50601 50601 5240 50601 50601 44968 34374 50601 5147
2025-02-26T10:32:37:051Z 15038 25185 49303 50601 50601 5134 50601 50601 44318 34080 50601 5168
2025-02-26T10:32:38:051Z 15142 25012 49033 50601 50601 5296 50601 50601 44146 34114 50601 5249
2025-02-26T10:32:39:051Z 15244 25123 49330 50601 50601 5486 50601 50601 44830 34935 50601 5370
2025-02-26T10:32:40:051Z 15113 25140 49170 50601 50601 5035 50601 50601 44250 34026 50601 5040
2025-02-26T10:32:41:051Z 15161 25390 49888 50601 50601 5214 50601 50601 45681 34896 50601 5347
2025-02-26T10:32:42:051Z 15200 25312 49768 50601 50601 5202 50601 50601 45217 34556 50601 5156
2025-02-26T10:32:43:051Z 15352 25255 49672 50601 50601 5269 50601 50601 44870 34752 50601 5301
2025-02-26T10:32:44:051Z 15438 25320 49724 50601 50601 5557 50601 50601 43777 34077 50601 5209
2025-02-26T10:32:45:051Z 14689 24361 47269 50601 50601 5090 50601 50601 42598 33297 50601 5327
2025-02-26T10:32:46:051Z 14214 23644 45542 50601 50601 5000 50601 50601 40389 31505 50601 5037
2025-02-26T10:32:47:051Z 14415 23709 45713 50601 50601 5240 50601 50601 40240 31617 50601 5300
2025-02-26T10:32:48:051Z 14083 23241 44501 50601 50601 5213 50601 50601 39017 30725 50601 5157
2025-02-26T10:32:49:051Z 13616 22691 43181 50601 50601 4833 50601 50601 38992 30704 50601 5132
2025-02-26T10:32:50:051Z 14125 23289 44715 50601 50601 5170 50601 50601 39825 31368 50601 5152
2025-02-26T10:32:51:051Z 14161 23535 45247 50601 50601 5134 50601 50601 40040 31320 50601 5120
2025-02-26T10:32:52:051Z 14326 23730 45736 50601 50601 5167 50601 50601 39706 30861 50601 4931
2025-02-26T10:32:53:051Z 14191 23330 44880 50601 50601 5167 50601 50601 39614 31285 50601 5275
2025-02-26T10:32:54:051Z 13512 22468 42705 50601 50601 4952 50601 50601 37349 29240 50601 4842
2025-02-26T10:32:55:051Z 13585 22626 42895 50601 50601 5050 50601 50601 39305 31140 50601 5330
2025-02-26T10:32:56:051Z 14277 23561 45173 50601 50601 5232 50601 50601 39320 30845 50601 5038
2025-02-26T10:32:57:051Z 14576 24060 46391 50601 50601 5278 50601 50601 41323 32294 50601 5193
2025-02-26T10:32:58:051Z 14865 24665 47598 50601 50601 5312 50601 50601 41601 32524 50601 5305
2025-02-26T10:32:59:051Z 11563 19939 39437 48940 50601 4186 50601 47890 30942 22392 50601 3915
2025-02-26T10:33:00:051Z 12188 21632 45329 50601 50601 4073 50601 50601 35706 23411 50601 4081
2025-02-26T10:33:01:051Z 11648 21300 44539 50601 50601 4037 50601 50601 35559 23096 50601 4087
2025-02-26T10:33:02:051Z 12134 22393 46872 50601 50601 4163 50601 50601 38405 24817 50601 4161
2025-02-26T10:33:03:051Z 12179 22453 47118 50601 50601 4174 50601 50601 38795 24915 50601 4152
2025-02-26T10:33:04:051Z 12030 22140 46351 50601 50601 4124 50601 50601 37415 24338 50601 4122
2025-02-26T10:33:05:051Z 11904 21741 45504 50601 50601 4070 50601 50601 36092 23544 50601 4030
2025-02-26T10:33:06:051Z 11648 21139 44059 50601 50601 4120 50601 50601 35187 23355 50601 4121
2025-02-26T10:33:07:051Z 11320 20388 42145 50601 50601 4043 50601 50320 32422 21987 50601 4076
2025-02-26T10:33:08:051Z 11040 19703 40507 50120 50601 4069 50601 48571 30593 20887 50601 4019
2025-02-26T10:33:09:051Z 10784 19282 39315 49109 50601 4063 50601 47386 29515 20273 50601 4044
2025-02-26T10:33:10:051Z 10704 19099 38828 48564 50601 4142 50601 47554 29465 20305 50601 4094
2025-02-26T10:33:11:051Z 10479 18739 37937 47671 50601 4066 50601 47107 29083 20063 50601 4078
2025-02-26T10:33:12:051Z 10345 18570 37543 47274 50601 3989 50601 47200 29200 20157 50601 4155
2025-02-26T10:33:13:051Z 10190 18355 36925 46608 50601 4027 50601 45658 28053 19344 50601 4036
2025-02-26T10:33:14:051Z 9993 18043 36073 45838 50601 4028 50601 44451 27149 18700 50601 4011
2025-02-26T10:33:15:051Z 9719 17609 35027 44733 50601 4001 50511 43543 26448 18191 50601 4033
2025-02-26T10:33:16:051Z 9350 17095 33729 43355 50601 3948 48763 42304 25518 17462 50601 3991
2025-02-26T10:33:17:051Z 9249 16940 33281 43094 50601 4010 47613 41515 25019 17054 50601 4015
2025-02-26T10:33:18:051Z 9229 16885 33183 43092 50601 4043 47325 41244 24830 16898 50601 3995
2025-02-26T10:33:19:051Z 9188 16867 33087 42849 50601 3980 47477 41267 24906 16964 50601 3984
2025-02-26T10:33:20:051Z 9287 16978 33432 43253 50601 4006 47937 41742 25160 17191 50601 4010
2025-02-26T10:33:21:051Z 9269 16972 33386 43208 50601 4015 47899 41631 25140 17143 50601 4014
2025-02-26T10:33:22:051Z 9291 16973 33392 43219 50601 4038 47786 41681 25097 17121 50601 4030
2025-02-26T10:33:23:051Z 9270 16934 33279 43182 50601 4059 47463 41482 24946 17012 50601 4039
2025-02-26T10:33:24:051Z 9041 16681 32587 42292 50601 3961 46640 40568 24466 16622 50601 3973
2025-02-26T10:33:25:051Z 8993 16592 32398 42130 50601 3986 46621 40670 24473 16638 50601 4018
2025-02-26T10:33:26:051Z 8931 16471 32124 41896 50601 4029 45924 40201 24172 16397 50601 4044
2025-02-26T10:33:27:051Z 9060 16724 32547 42558 50601 4123 48115 42429 25507 17426 50601 4263
2025-02-26T10:33:28:051Z 4529 8859 17779 24359 46670 2468 25804 21165 12363 7478 43671 2296
2025-02-26T10:33:29:051Z 7426 14381 29787 39993 50601 3382 42776 35347 18892 11518 50601 3237
2025-02-26T10:33:30:051Z 7826 15110 31893 42342 50601 3400 46680 37997 20386 12516 50601 3300
2025-02-26T10:33:31:051Z 7994 15397 32642 42891 50601 3353 49488 40103 21701 13361 50601 3387
2025-02-26T10:33:32:051Z 8169 15671 33434 43697 50601 3361 50315 40483 22034 13538 50601 3363
2025-02-26T10:33:33:051Z 8035 15386 32793 42900 50601 3363 49217 39868 21594 13299 50601 3374
2025-02-26T10:33:34:051Z 7735 14888 31431 41521 50601 3346 46483 38029 20396 12547 50601 3349
2025-02-26T10:33:35:051Z 7364 14316 29876 39945 50601 3368 43872 36279 19288 11816 50601 3364
2025-02-26T10:33:36:051Z 7108 13943 28788 38911 50601 3441 42166 35113 18641 11327 50601 3449
2025-02-26T10:33:37:051Z 6820 13515 27637 37760 50601 3540 40706 34049 18139 10911 50601 3565
2025-02-26T10:33:38:051Z 6684 13369 27116 37392 50601 3674 39881 33404 17922 10658 50601 3689
2025-02-26T10:33:39:051Z 6540 13189 26594 36903 50601 3735 39510 33083 17836 10529 50601 3764
2025-02-26T10:33:40:051Z 6403 12983 26064 36275 50601 3766 38591 32246 17478 10261 50601 3777
2025-02-26T10:33:41:051Z 6298 12838 25676 35904 50601 3801 38029 31767 17311 10091 50601 3828
2025-02-26T10:33:42:051Z 6329 12961 25843 36356 50601 3941 38146 31883 17490 10113 50601 3945
2025-02-26T10:33:43:051Z 6254 12878 25581 36127 50601 3990 37952 31698 17475 10045 50601 3992
2025-02-26T10:33:44:051Z 6254 12898 25589 36151 50601 4012 37816 31526 17400 9986 50601 3997
2025-02-26T10:33:45:051Z 6219 12848 25463 36020 50601 4024 37923 31607 17478 10012 50601 4031
2025-02-26T10:33:46:051Z 6207 12828 25411 35960 50601 4031 37832 31530 17442 9987 50601 4030
2025-02-26T10:33:47:051Z 6206 12827 25413 35949 50601 4025 37785 31476 17426 9978 50601 4028
2025-02-26T10:33:48:051Z 6177 12774 25313 35860 50601 4035 37942 31604 17501 10003 50601 4045
2025-02-26T10:33:49:051Z 6214 12850 25469 36035 50601 4031 37753 31438 17390 9958 50601 4017
2025-02-26T10:33:50:051Z 6224 12857 25494 36055 50601 4019 37716 31409 17354 9952 50601 3998
2025-02-26T10:33:51:051Z 6179 12784 25325 35798 50601 4008 37550 31234 17282 9894 50601 4010
2025-02-26T10:33:52:051Z 6150 12763 25263 35761 50601 4059 37474 31127 17327 9863 50601 4068
2025-02-26T10:33:53:051Z 6113 12731 25141 35717 50601 4109 37304 30954 17300 9804 50601 4110
2025-02-26T10:33:54:051Z 6156 12849 25301 36056 50601 4163 37617 31229 17491 9886 50601 4164
2025-02-26T10:33:55:051Z 6092 12718 25080 35686 50601 4139 37349 30965 17342 9803 50601 4131
2025-02-26T10:33:56:051Z 6113 12746 25158 35763 50601 4131 37437 31072 17368 9837 50601 4121
2025-02-26T10:33:57:051Z 6130 12784 25221 35859 50601 4140 37428 31050 17371 9830 50601 4133
2025-02-26T10:33:58:051Z 7375 15109 29590 42146 50601 4714 44237 37910 21679 12649 50601 4798
2025-02-26T10:33:59:051Z 6473 13204 25033 35200 50601 4435 35660 30132 18441 10872 50601 4395
2025-02-26T10:34:00:051Z 7683 15402 29454 41545 50601 4855 46470 41040 24585 15056 50601 5085
2025-02-26T10:34:01:051Z 8906 17004 31838 43971 50601 5113 50541 46645 29523 19490 50601 5541
2025-02-26T10:34:02:051Z 8121 15156 28163 37868 50601 4466 48364 44711 28683 19878 50601 5071
2025-02-26T10:34:03:051Z 11771 20560 37433 49303 50601 5360 50601 50601 37865 29179 50601 5959
2025-02-26T10:34:04:051Z 10797 18581 33140 42668 50601 4706 47426 45013 31875 25084 50601 4755
2025-02-26T10:34:05:051Z 15648 24853 43707 50601 50601 6037 50601 50601 48745 44157 50601 7060
2025-02-26T10:34:06:051Z 13036 21121 35515 43714 50601 5025 50601 50601 40884 36099 50601 5815
2025-02-26T10:34:07:051Z 17040 26503 44594 50601 50601 6638 50601 50601 50362 47890 50601 7501
2025-02-26T10:34:08:051Z 24464 34605 50369 50601 50601 10839 50601 50601 50601 50601 50601 10842
2025-02-26T10:34:09:051Z 15164 23840 35628 42001 50601 6635 47673 46321 44244 43188 50601 6850
2025-02-26T10:34:10:051Z 24896 35615 50601 50601 50601 11715 50601 50601 50601 50601 50601 12092
2025-02-26T10:34:11:051Z 33645 44195 50601 50601 50601 17416 50601 50601 50601 50601 50601 27636
2025-02-26T10:34:12:051Z 31386 43090 50601 50601 50601 42271 50601 50601 50601 50601 50601 46021
2025-02-26T10:34:13:051Z 37756 46867 50601 50601 50601 46400 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:14:051Z 34553 45168 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:15:051Z 37896 49651 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:16:051Z 50150 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:17:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:18:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:19:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:20:051Z 43222 49884 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:21:051Z 44834 50168 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:22:051Z 46851 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:23:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:24:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:25:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:26:051Z 49953 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:27:051Z 50371 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:28:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:29:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:30:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:31:051Z 49742 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:32:051Z 49177 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:33:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:34:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:35:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:36:051Z 49709 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:37:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:38:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:39:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:40:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:41:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:42:051Z 50520 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:43:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:44:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:45:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:46:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:47:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:48:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:49:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:50:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:51:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:52:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:53:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:54:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:55:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:56:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:57:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:58:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:34:59:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:00:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:01:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:02:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:03:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:04:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:05:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:06:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:07:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:08:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:09:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:10:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:11:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:12:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:13:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:14:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:15:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:16:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:17:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:18:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:19:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:20:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:21:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:22:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:23:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:24:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:25:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:26:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:27:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:28:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:29:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:30:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:31:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:32:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:33:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:34:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:35:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:36:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:37:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:38:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:39:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:40:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:41:051Z 48468 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:42:051Z 49508 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:43:051Z 50600 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:44:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:45:051Z 46552 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:46:051Z 47468 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:47:051Z 45805 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:48:051Z 46631 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:49:051Z 46484 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:50:051Z 45773 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:51:051Z 45347 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:52:051Z 46487 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:53:051Z 44937 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:54:051Z 47099 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:55:051Z 46382 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:56:051Z 44638 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:57:051Z 44376 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:58:051Z 45798 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:35:59:051Z 45035 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:00:051Z 43889 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:01:051Z 46010 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:02:051Z 46394 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:03:051Z 45305 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:04:051Z 45120 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:05:051Z 44631 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:06:051Z 45433 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:07:051Z 46154 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:08:051Z 46778 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:09:051Z 46910 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:10:051Z 46454 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:11:051Z 50181 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:12:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:13:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:14:051Z 49173 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:15:051Z 47841 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:16:050Z 49952 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:17:051Z 48238 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:18:051Z 50095 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:19:051Z 50230 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:20:051Z 50474 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:21:051Z 49880 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:22:051Z 50392 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:23:051Z 46466 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:24:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:25:051Z 48245 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:26:051Z 49584 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:27:051Z 50537 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:28:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:29:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:30:051Z 50401 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:31:051Z 50257 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:32:051Z 49709 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:33:051Z 49767 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:34:051Z 49216 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:35:051Z 50466 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:36:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:37:051Z 49971 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:38:051Z 50259 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:39:051Z 50480 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:40:051Z 50430 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:41:051Z 50595 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:42:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:43:051Z 49819 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:44:051Z 49527 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:45:051Z 50005 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:46:051Z 49910 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:47:051Z 49813 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:48:051Z 49538 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
